2019-05-22T23:47:03.849000	2019-05-22T23:47:25.149000
2019-05-22T23:48:50.449000	2019-05-22T23:49:02.249000
2019-05-22T23:49:03.349000	2019-05-22T23:49:28.249000
2019-05-23T00:18:54.849000	2019-05-23T00:19:07.049000
2019-05-23T00:27:27.249000	2019-05-23T00:27:42.749000
2019-05-23T00:38:10.049000	2019-05-23T00:38:27.649000
2019-05-23T01:00:04.149000	2019-05-23T01:00:15.049000
2019-05-23T01:00:04.449000	2019-05-23T01:00:22.849000
2019-05-23T01:28:34.349000	2019-05-23T01:28:58.649000
2019-05-23T01:47:44.449000	2019-05-23T01:48:00.349000
2019-05-23T01:59:21.349000	2019-05-23T01:59:39.949000
2019-05-23T02:08:15.949000	2019-05-23T02:08:32.649000
2019-05-23T02:21:04.749000	2019-05-23T02:21:14.349000
2019-05-23T02:23:09.549000	2019-05-23T02:23:28.249000
2019-05-23T02:25:55.149000	2019-05-23T02:25:59.749000
2019-05-23T02:34:08.749000	2019-05-23T02:34:30.949000
2019-05-23T02:38:07.849000	2019-05-23T02:38:21.049000
2019-05-23T03:01:53.949000	2019-05-23T03:02:11.649000
2019-05-23T03:04:01.049000	2019-05-23T03:04:14.049000
2019-05-23T03:04:30.549000	2019-05-23T03:05:03.649000
2019-05-23T03:06:45.449000	2019-05-23T03:06:57.249000
2019-05-23T03:21:43.749000	2019-05-23T03:21:59.249000
2019-05-23T03:21:49.349000	2019-05-23T03:22:16.749000
2019-05-23T03:29:34.549000	2019-05-23T03:30:02.449000
2019-05-23T03:30:12.049000	2019-05-23T03:30:37.949000
2019-05-23T03:38:45.749000	2019-05-23T03:39:02.249000
2019-05-23T04:00:48.349000	2019-05-23T04:01:19.249000
2019-05-23T04:05:53.549000	2019-05-23T04:06:11.449000
2019-05-23T04:15:55.449000	2019-05-23T04:16:12.649000
2019-05-23T04:17:20.249000	2019-05-23T04:17:49.649000
2019-05-23T04:36:20.949000	2019-05-23T04:36:34.349000
2019-05-23T04:39:40.849000	2019-05-23T04:39:56.649000
2019-05-23T04:45:57.149000	2019-05-23T04:46:23.049000
2019-05-23T04:57:04.249000	2019-05-23T04:57:23.049000
2019-05-23T04:58:47.949000	2019-05-23T04:59:41.649000
2019-05-23T05:15:12.849000	2019-05-23T05:15:28.949000
2019-05-23T05:19:48.549000	2019-05-23T05:20:25.749000
2019-05-23T05:22:21.149000	2019-05-23T05:22:37.549000
2019-05-23T05:36:47.349000	2019-05-23T05:37:04.949000
2019-05-23T05:46:51.449000	2019-05-23T05:47:15.049000
2019-05-23T06:00:06.949000	2019-05-23T06:00:32.549000
2019-05-23T06:51:32.349000	2019-05-23T06:51:43.849000
2019-05-23T07:47:46.649000	2019-05-23T07:47:58.549000
2019-05-23T09:05:12.749000	2019-05-23T09:05:51.149000
2019-05-23T09:17:59.349000	2019-05-23T09:18:20.449000
2019-05-23T10:20:46.049000	2019-05-23T10:21:22.449000
2019-05-23T10:38:15.649000	2019-05-23T10:38:31.049000
2019-05-23T10:52:31.349000	2019-05-23T10:52:48.349000
2019-05-23T11:12:09.649000	2019-05-23T11:12:24.349000
2019-05-23T11:38:47.649000	2019-05-23T11:39:09.849000
2019-05-23T11:39:19.249000	2019-05-23T11:39:53.349000
2019-05-23T11:42:15.549000	2019-05-23T11:42:56.549000
2019-05-23T12:06:39.049000	2019-05-23T12:06:57.149000
2019-05-23T12:06:40.149000	2019-05-23T12:07:05.749000
2019-05-23T12:28:09.549000	2019-05-23T12:28:53.249000
2019-05-23T13:09:07.349000	2019-05-23T13:09:26.149000
2019-05-23T13:16:48.149000	2019-05-23T13:17:22.649000
2019-05-23T13:19:54.349000	2019-05-23T13:20:14.849000
2019-05-23T13:22:41.449000	2019-05-23T13:23:12.849000
2019-05-23T13:54:23.349000	2019-05-23T13:54:57.249000
2019-05-23T14:42:02.149000	2019-05-23T14:42:21.749000
2019-05-23T14:51:55.949000	2019-05-23T14:52:07.949000
2019-05-23T14:52:33.749000	2019-05-23T14:53:13.449000
2019-05-23T15:18:12.149000	2019-05-23T15:18:44.349000
2019-05-23T16:10:29.649000	2019-05-23T16:11:10.649000
2019-05-23T16:19:58.449000	2019-05-23T16:20:21.849000
2019-05-23T16:26:40.549000	2019-05-23T16:27:18.049000
2019-05-23T16:31:51.049000	2019-05-23T16:32:07.849000
2019-05-23T16:40:15.649000	2019-05-23T16:40:29.349000
2019-05-23T16:46:03.349000	2019-05-23T16:46:34.549000
2019-05-23T16:47:16.249000	2019-05-23T16:47:44.649000
2019-05-23T16:56:31.449000	2019-05-23T16:56:50.949000
2019-05-23T17:05:15.349000	2019-05-23T17:05:32.249000
2019-05-23T17:06:29.649000	2019-05-23T17:06:44.349000
2019-05-23T17:07:37.649000	2019-05-23T17:07:55.649000
2019-05-23T17:10:15.649000	2019-05-23T17:10:51.949000
2019-05-23T17:11:40.149000	2019-05-23T17:12:11.649000
2019-05-23T17:13:43.449000	2019-05-23T17:14:09.349000
2019-05-23T17:17:00.449000	2019-05-23T17:17:39.349000
2019-05-23T17:18:33.749000	2019-05-23T17:18:58.649000
2019-05-23T17:19:03.349000	2019-05-23T17:19:25.349000
2019-05-23T17:35:13.449000	2019-05-23T17:35:43.549000
2019-05-23T17:37:07.849000	2019-05-23T17:37:22.349000
2019-05-23T17:38:18.249000	2019-05-23T17:38:31.449000
2019-05-23T17:41:37.149000	2019-05-23T17:42:17.749000
2019-05-23T17:43:11.249000	2019-05-23T17:43:38.549000
2019-05-23T17:44:04.749000	2019-05-23T17:44:45.849000
2019-05-23T17:45:21.349000	2019-05-23T17:45:46.749000
2019-05-23T17:46:33.249000	2019-05-23T17:46:48.049000
2019-05-23T17:56:44.249000	2019-05-23T17:57:27.149000
2019-05-23T18:06:53.049000	2019-05-23T18:07:22.949000
2019-05-23T18:08:07.649000	2019-05-23T18:08:37.849000
2019-05-23T18:08:52.849000	2019-05-23T18:09:18.849000
2019-05-23T18:13:55.849000	2019-05-23T18:14:19.649000
2019-05-23T18:16:01.249000	2019-05-23T18:16:31.949000
2019-05-23T18:18:27.249000	2019-05-23T18:18:50.249000
2019-05-23T18:22:50.449000	2019-05-23T18:23:14.949000
2019-05-23T18:32:47.449000	2019-05-23T18:33:07.249000
2019-05-23T18:41:56.649000	2019-05-23T18:42:18.149000
2019-05-23T18:56:19.349000	2019-05-23T18:56:35.949000
2019-05-23T19:10:40.049000	2019-05-23T19:11:01.749000
2019-05-23T19:16:19.449000	2019-05-23T19:17:02.249000
2019-05-23T19:31:23.749000	2019-05-23T19:31:45.649000
2019-05-23T19:55:26.049000	2019-05-23T19:55:47.349000
2019-05-23T20:33:57.249000	2019-05-23T20:34:21.949000
2019-05-23T20:37:08.349000	2019-05-23T20:37:25.249000
2019-05-23T20:57:21.449000	2019-05-23T20:58:03.649000
2019-05-23T21:06:39.349000	2019-05-23T21:07:20.149000
2019-05-23T21:17:34.349000	2019-05-23T21:17:52.349000
2019-05-23T21:24:31.849000	2019-05-23T21:24:46.749000
2019-05-23T21:32:32.949000	2019-05-23T21:32:45.649000
2019-05-23T21:34:56.549000	2019-05-23T21:35:43.549000
2019-05-23T21:43:15.149000	2019-05-23T21:43:55.049000
2019-05-23T22:03:06.549000	2019-05-23T22:03:53.949000
2019-05-23T22:12:31.649000	2019-05-23T22:12:47.949000
2019-05-23T22:15:43.249000	2019-05-23T22:15:58.249000
2019-05-23T22:32:18.949000	2019-05-23T22:32:41.349000
2019-05-23T23:07:30.049000	2019-05-23T23:07:46.049000
2019-05-23T23:21:48.949000	2019-05-23T23:22:10.149000
2019-05-23T23:30:40.149000	2019-05-23T23:30:53.449000
2019-05-23T23:38:46.349000	2019-05-23T23:39:11.649000
2019-05-23T23:43:16.349000	2019-05-23T23:43:35.649000
